,id_municipio,sigla_uf,ano,rbc_corrente,rbc_transf,d_educacao,d_educacao_fund,d_educacao_inf,taxa_aprovacao_inicial,indicador_rendimento_inicial,nota_saeb_matematica_inicial,nota_saeb_lingua_portuguesa_inicial,ideb_inicial,taxa_aprovacao_final,indicador_rendimento_final,nota_saeb_matematica_final,nota_saeb_lingua_portuguesa_final,ideb_final,inse_2019,populacao_estimada,populacao_0_15_anos,pib,name_region
883,3109451,MG,2013,20953390.2,18357848.15,5439122.83,3741987.67,875118.89,99.8,0.99818701,205.52,185.72,5.3,82.3,0.83685601,240.3,229.19,3.8,4.621,6701,1689,163729334,Sudeste
884,3109451,MG,2015,24898651.95,19715467.66,6352176.41,4600181.54,1040598.28,99.6,0.99614102,,,5.2,89.7,0.92320299,,,4.3,4.621,6787,1604,203180255,Sudeste
885,3109451,MG,2017,30077929.7,23895073.0,7409888.69,5443259.13,1159454.86,99.3,0.99216199,225.41,213.52,6.1,83.5,0.82818002,251.0,247.11,4.1,4.621,6868,1553,181397196,Sudeste
886,3109451,MG,2019,37141546.72,29802511.96,8912547.36,6398010.08,1247963.32,91.9,0.92078698,211.8,206.02,5.3,78.8,0.788562,252.08,256.35,4.1,4.621,6949,1520,299696160,Sudeste
923,3539509,SP,2013,92210782.18,73738156.69,24913403.27,14309626.7,7943698.47,92.9,0.92924702,229.57,203.82,5.6,93.9,0.94013703,235.52,219.82,4.0,5.0123,37392,9200,663400318,Sudeste
924,3539509,SP,2015,105410594.36,80319614.52,28373224.69,15145807.77,8097591.04,94.2,0.94270098,,,6.2,94.3,0.94081098,,,4.4,5.0123,38198,9135,917455549,Sudeste
925,3539509,SP,2017,112022595.27,86115680.8,29268263.21,14582298.41,10002265.47,96.8,0.96720099,252.05,228.05,6.7,94.4,0.94325799,257.72,263.72,5.1,5.0123,38970,9069,1001259680,Sudeste
926,3539509,SP,2019,135375580.67,104584857.75,34569093.39,16598543.23,11939444.77,97.3,0.97418702,254.02,226.72,6.8,96.3,0.95971799,249.77,239.08,4.6,5.0123,39719,9058,1115549171,Sudeste
927,3519105,SP,2013,38487403.8,32403431.92,10019889.55,7539010.88,1814260.39,96.2,0.96006399,223.61,213.22,5.9,,,,,,5.331,10756,2213,313772117,Sudeste
928,3519105,SP,2015,39634472.73,33166059.32,11264699.97,8410014.49,2098360.08,95.8,0.96003002,,,5.9,,,,,,5.331,11086,2232,509824890,Sudeste
929,3519105,SP,2017,46857283.59,40384727.47,12606405.18,8607755.5,3126437.06,99.7,0.99658197,248.05,237.0,7.0,97.1,0.97135001,276.85,277.89,5.7,5.331,11403,2256,526416693,Sudeste
930,3519105,SP,2019,53960360.47,45999216.2,13965035.66,9245412.83,3953655.8,99.7,0.99678499,248.63,230.22,6.9,98.1,0.98157698,,,,5.331,11710,2294,460973069,Sudeste
939,3524204,SP,2013,23294869.82,20435094.32,6340062.55,5093899.01,1105068.47,96.8,0.97023302,229.22,211.35,6.0,96.6,0.96619302,255.3,247.08,4.9,5.1355,6816,1431,119922864,Sudeste
940,3524204,SP,2015,24516449.41,21879244.74,7091565.14,5937921.69,1030001.35,95.4,0.95404601,,,6.4,97.0,0.971452,,,5.1,5.1355,6855,1423,116465434,Sudeste
941,3524204,SP,2017,26576919.33,23538801.46,7360421.12,6007514.58,1165609.74,98.1,0.98399502,237.22,230.91,6.6,97.5,0.97435403,259.89,266.23,5.3,5.1355,6892,1403,145282173,Sudeste
942,3524204,SP,2019,33111248.93,29450228.63,7855838.97,4965392.88,2631585.06,98.6,0.985282,236.0,219.13,6.4,97.3,0.97249502,260.39,262.2,5.2,5.1355,6929,1391,137505313,Sudeste
951,3107406,MG,2013,78659703.82,56066187.53,16964673.29,8228356.82,6837748.68,98.6,0.98665398,228.11,212.03,6.1,,,,,,5.121,47877,9655,926839439,Sudeste
952,3107406,MG,2015,101805537.68,69330038.18,21732727.43,8743892.84,11101653.15,99.7,0.99639499,,,6.1,,,,,,5.121,48827,9349,1047395010,Sudeste
953,3107406,MG,2017,123738327.81,84881126.72,25524425.28,9048739.84,14113389.7,99.4,0.99437702,230.36,226.86,6.4,100.0,1.0,,,,5.121,49715,9101,1211688213,Sudeste
954,3107406,MG,2019,138038614.89,91837335.41,28937854.74,9282912.42,16612543.09,99.5,0.994596,232.74,223.58,6.4,,,,,,5.121,50605,8956,1400794187,Sudeste
975,3502903,SP,2013,69158930.67,50954340.77,29078423.39,18495203.03,8251117.64,99.1,0.99134302,215.88,192.5,5.5,97.8,0.97840202,242.38,236.22,4.5,5.313,30078,6563,468026046,Sudeste
976,3502903,SP,2015,78874844.24,61592679.96,36497932.17,20503735.75,8657181.88,97.5,0.97553098,,,6.0,97.2,0.97400999,,,5.1,5.313,31486,6602,617215303,Sudeste
977,3502903,SP,2017,132793136.18,96706896.6,38455757.49,25559535.94,10466275.31,98.8,0.98720902,233.02,220.33,6.3,98.6,0.984478,257.2,255.6,5.1,5.313,32837,6746,655310784,Sudeste
978,3502903,SP,2019,109761862.55,81355628.97,40288577.8,24087372.84,11577489.99,98.7,0.98718399,239.41,224.52,6.5,99.2,0.99147302,261.07,255.72,5.2,5.313,34146,6927,829737629,Sudeste
983,3534302,SP,2013,121898995.19,87582345.59,34059992.88,21619310.54,8691938.78,97.2,0.97366202,230.8,214.1,6.1,92.9,0.92860198,264.45,255.05,4.9,5.4119,41883,8568,1462454306,Sudeste
984,3534302,SP,2015,142053500.68,91482081.04,44971553.83,25082090.97,14425713.43,98.0,0.98039699,,,6.3,92.6,0.92435098,,,5.0,5.4119,42626,8439,1497844459,Sudeste
985,3534302,SP,2017,164791259.14,99939638.77,47120405.86,27257774.99,13179955.09,98.3,0.98251402,231.96,220.39,6.3,92.9,0.92982697,266.79,268.17,5.2,5.4119,43337,8327,1783973280,Sudeste
986,3534302,SP,2019,174549768.79,118962495.74,56169268.22,30549582.32,16829559.41,97.6,0.975986,235.78,220.74,6.3,93.8,0.93588603,265.38,260.22,5.1,5.4119,44028,8269,1738396097,Sudeste
1055,3119203,MG,2013,21773392.32,19733561.48,6485395.83,5324364.26,309708.2,98.5,0.98624998,212.58,196.86,5.5,91.3,0.91025603,,,,4.7118,10299,2215,68089928,Sudeste
1056,3119203,MG,2015,22873137.07,21215652.19,6276426.48,4752973.77,426489.4,99.8,0.99839002,,,6.2,87.5,0.86949199,,,4.5,4.7118,10192,2003,88953077,Sudeste
1057,3119203,MG,2017,26698415.75,23599259.93,6656882.08,4945183.06,238560.19,99.3,0.99396801,230.55,219.63,6.3,86.6,0.862836,255.6,239.38,4.2,4.7118,10091,1886,92592842,Sudeste
1058,3119203,MG,2019,30764570.36,27014690.92,7100562.17,5081453.61,262678.46,99.8,0.99818701,233.57,220.75,6.4,99.3,0.99285001,256.29,224.08,4.6,4.7118,9991,1789,103838473,Sudeste
1115,3127107,MG,2013,109612450.92,90724752.28,29884405.02,18935265.69,4867398.94,99.1,0.99095702,217.83,208.16,5.9,99.3,0.99363101,,,,5.0543,56175,11217,1228953664,Sudeste
1116,3127107,MG,2015,130620459.75,99905083.86,32908383.61,21097815.0,5552398.01,98.6,0.98610801,,,6.1,100.0,1.0,,,,5.0543,57331,11222,1411954832,Sudeste
1117,3127107,MG,2017,150818801.86,121281346.0,40757503.65,25362227.79,10143194.93,99.0,0.98910397,233.33,226.91,6.5,97.0,0.97044802,,,,5.0543,58412,11149,1842352645,Sudeste
1118,3127107,MG,2019,187796793.75,150473560.22,45247407.13,26119112.87,12486599.57,99.0,0.98995799,233.38,217.85,6.3,,,,,,5.0543,59496,11201,1926279799,Sudeste
1127,3169703,MG,2013,33343271.71,29809449.44,7754714.12,5604388.27,1308875.03,100.0,1.0,219.53,210.1,6.0,92.1,0.91961998,,,,4.5708,18926,4526,200483408,Sudeste
1128,3169703,MG,2015,44394693.25,34364228.91,10454000.98,7363757.41,2172776.07,99.4,0.99437797,,,6.3,88.4,0.88111699,,,,4.5708,19287,4364,271999913,Sudeste
1129,3169703,MG,2017,47632961.18,39831544.69,11918833.48,7573605.34,3344252.28,99.2,0.99193799,237.5,220.28,6.4,80.8,0.80514002,268.45,262.54,4.4,4.5708,19625,4263,309301967,Sudeste
1130,3169703,MG,2019,54394653.62,45610125.4,12445730.54,8895630.45,1788505.14,99.6,0.99510598,241.71,217.42,6.5,,,,,,4.5708,19964,4208,372973674,Sudeste
1159,3512100,SP,2013,35536517.68,32488196.52,9650895.64,5797537.34,1490387.67,97.4,0.97385901,223.5,198.0,5.7,91.3,0.91498297,268.94,257.86,5.0,5.2731,6167,1318,224285665,Sudeste
1160,3512100,SP,2015,37306318.17,34136258.29,10929790.65,6295256.55,2089068.24,95.5,0.95476198,,,6.4,96.1,0.95911598,,,5.4,5.2731,6182,1259,242260395,Sudeste
1161,3512100,SP,2017,42466427.31,38007716.16,11325828.83,6620210.34,2080227.23,92.5,0.92448503,259.17,241.83,6.8,92.5,0.92350203,268.02,260.48,5.1,5.2731,6196,1226,378778719,Sudeste
1162,3512100,SP,2019,54145909.71,49180306.78,14168540.71,7095129.0,3555132.29,99.8,0.99798399,248.38,224.75,6.8,97.7,0.975115,295.23,276.36,6.0,5.2731,6210,1202,275947558,Sudeste
1227,3505500,SP,2013,344278733.06,204733246.91,78123183.28,59525701.92,12408211.68,96.1,0.95902801,230.0,209.46,5.9,91.5,0.91488802,251.52,243.08,4.5,5.2679,117357,23027,3421231831,Sudeste
1228,3505500,SP,2015,451859909.13,251227582.87,95160436.13,74245651.48,13085040.22,95.6,0.95620102,,,6.4,91.9,0.91637099,,,4.7,5.2679,118999,22787,3845681495,Sudeste
1229,3505500,SP,2017,503476723.8,269740456.29,104291685.73,72997748.6,23895460.61,92.9,0.929039,255.42,239.46,6.7,98.8,0.98818302,258.97,244.97,5.0,5.2679,120572,22631,4680235770,Sudeste
1230,3505500,SP,2019,646622645.97,339454063.16,108650331.11,60177736.2,39897250.63,95.5,0.95431697,251.22,235.0,6.7,98.9,0.98896301,256.04,254.0,5.1,5.2679,122098,22619,4832330747,Sudeste
1267,3514403,SP,2013,100075645.15,77149258.26,26053426.19,16553610.7,7541161.19,98.6,0.98566699,243.74,220.41,6.5,97.4,0.98180902,,,,5.4205,45177,7670,1024226320,Sudeste
1268,3514403,SP,2015,110444462.56,85879465.49,35145012.56,21822844.92,10815359.14,97.9,0.979559,,,6.7,96.3,0.95877701,,,,5.4205,45736,7485,1072620267,Sudeste
1269,3514403,SP,2017,118722784.21,92539973.2,39149802.71,21389888.24,14632166.07,99.0,0.989582,252.1,235.27,7.0,98.6,0.98456699,,,,5.4205,46273,7356,1174513859,Sudeste
1270,3514403,SP,2019,106274116.33,90459662.61,42958034.51,23749899.2,15061373.06,98.7,0.98805398,246.07,223.47,6.6,,,,,,5.4205,46793,7274,1290236649,Sudeste
1367,3113503,MG,2013,16581735.57,15272797.88,3419341.55,2096722.64,888656.63,,,,,,,,,,,4.8824,9346,2145,77536824,Sudeste
1368,3113503,MG,2015,19332307.57,17598764.22,5196669.49,3475983.02,1183992.0,,,,,,,,,,,4.8824,9367,1987,160809087,Sudeste
1369,3113503,MG,2017,22111928.44,20244749.08,5528340.16,3807145.66,879198.63,100.0,1.0,217.5,209.69,5.9,99.1,0.99232697,,,,4.8824,9386,1911,128349718,Sudeste
1370,3113503,MG,2019,25949553.43,24036891.02,5035179.35,3826934.71,1046271.1,99.6,0.996553,227.22,223.83,6.3,,,,,,4.8824,9405,1855,163610981,Sudeste
1431,3107109,MG,2013,70682897.14,52754598.57,15319909.79,9879212.17,4758584.5,99.6,0.995983,234.5,207.97,6.2,,,,,,5.0006,39532,8400,612175481,Sudeste
1432,3107109,MG,2015,78459780.34,56815382.72,17317124.56,10729198.72,5766036.47,100.0,1.0,,,6.2,,,,,,5.0006,39739,7954,697007400,Sudeste
1433,3107109,MG,2017,96633402.55,68615636.05,18166161.5,11763213.18,5633184.4,99.9,0.99839598,230.61,215.38,6.3,95.7,0.95471299,,,,5.0006,39933,7665,832925465,Sudeste
1434,3107109,MG,2019,126126300.33,92507410.72,19779555.37,12181609.09,6166941.45,100.0,1.0,245.69,227.72,6.8,,,,,,5.0006,40127,7462,772744671,Sudeste
1467,3170107,MG,2013,709509535.25,428504789.06,149976844.69,71525237.07,45629486.69,93.7,0.93715602,223.11,205.33,5.6,90.6,0.90837801,272.95,269.35,5.2,5.206,312482,59323,10864034363,Sudeste
1468,3170107,MG,2015,865956897.72,500032555.02,192044520.78,89260279.56,59639215.85,96.0,0.95990002,,,5.9,92.1,0.92279202,,,5.1,5.206,319898,59407,12514705912,Sudeste
1469,3170107,MG,2017,1057119279.65,578938027.35,216408571.41,102068265.31,61788394.58,95.2,0.95334399,222.02,216.19,5.8,92.5,0.926871,268.94,272.48,5.3,5.206,326834,59193,13152999842,Sudeste
1470,3170107,MG,2019,1291056073.45,681962255.57,246766342.74,114753417.84,79395280.14,97.3,0.97298199,225.86,214.19,6.0,94.5,0.94652402,269.05,270.07,5.3,5.206,333783,59649,15541490560,Sudeste
1487,3524907,SP,2013,30593621.56,22449048.33,9769353.86,7137765.54,1155637.73,92.4,0.92022997,214.02,196.19,5.2,94.6,0.946567,255.91,253.52,4.9,5.2408,5863,1323,286527639,Sudeste
1488,3524907,SP,2015,31198494.77,24712819.59,10522916.54,6577419.49,1374750.0,89.3,0.89497298,,,5.4,91.6,0.91429698,,,4.9,5.2408,6119,1334,275986284,Sudeste
1489,3524907,SP,2017,31254859.81,26437910.05,10725404.94,6738618.97,1282676.72,93.2,0.932473,236.44,223.27,6.1,85.6,0.851129,255.14,259.95,4.5,5.2408,6364,1348,217159777,Sudeste
1490,3524907,SP,2019,31847173.62,26155984.91,10277703.93,6222912.19,1359706.93,94.9,0.94733799,237.35,222.66,6.2,91.5,0.91320401,253.11,253.44,4.7,5.2408,6602,1369,254628459,Sudeste
1491,3164472,MG,2013,14152231.26,13765777.18,5035516.75,4319367.5,338783.1,99.5,0.99457997,216.57,194.5,5.6,71.3,0.73056602,276.75,267.26,4.2,4.6753,6087,1598,40958495,Sudeste
1492,3164472,MG,2015,15431633.46,14812922.17,5639721.02,4828597.96,413570.03,100.0,1.0,,,6.0,78.6,0.79351199,,,4.1,4.6753,6250,1540,52904983,Sudeste
1493,3164472,MG,2017,17197017.14,16654933.84,6127307.36,4499256.7,1163149.12,99.4,0.99454302,232.39,215.8,6.3,74.6,0.75028002,239.24,234.46,3.4,4.6753,6402,1490,68162311,Sudeste
1494,3164472,MG,2019,21303542.21,20042233.91,6675128.73,4537994.39,1410247.86,99.8,0.99798399,238.35,224.74,6.6,87.7,0.862786,256.02,246.6,4.4,4.6753,6555,1455,66073187,Sudeste
1495,3515608,SP,2013,18030982.52,16301713.09,5223185.52,4881586.49,190003.99,98.1,0.980138,242.0,214.02,6.3,97.7,0.97923303,274.1,263.6,5.5,5.2616,5710,1017,133167147,Sudeste
1496,3515608,SP,2015,19787491.58,17666301.82,5646951.63,4279794.87,453352.9,97.9,0.97925001,,,6.5,98.6,0.98754001,,,5.4,5.2616,5735,1004,131932668,Sudeste
1497,3515608,SP,2017,22376335.11,19787071.8,6244468.09,4472703.19,665516.99,99.4,0.99510598,230.38,217.8,6.3,97.2,0.97163302,278.8,279.45,5.8,5.2616,5759,993,200350868,Sudeste
1498,3515608,SP,2019,27647484.99,24854590.74,8078771.96,5802933.06,635917.99,100.0,1.0,243.24,229.39,6.8,99.0,0.98889202,279.27,275.11,5.8,5.2616,5783,986,195650122,Sudeste
1499,3534203,SP,2013,29216364.35,22842788.17,9603473.04,5829369.94,3038043.72,100.0,1.0,235.19,209.72,6.3,99.7,0.99773502,269.77,261.83,5.5,5.2379,6242,1454,338227357,Sudeste
1500,3534203,SP,2015,32439329.86,25869170.3,8305185.11,6820861.72,1318924.5,99.5,0.99475503,,,7.0,99.0,0.99127799,,,5.7,5.2379,6527,1492,345739702,Sudeste
1501,3534203,SP,2017,37816976.41,31314251.55,8689524.33,7563473.89,963998.17,99.7,0.99778003,263.29,230.78,7.2,99.7,0.99722701,283.04,267.32,5.8,5.2379,6801,1526,494189511,Sudeste
1502,3534203,SP,2019,41166716.74,34151663.06,8893085.19,6385590.06,1642581.38,100.0,1.0,264.19,232.35,7.2,100.0,1.0,282.48,277.95,6.0,5.2379,7066,1567,305274994,Sudeste
1535,3554953,SP,2013,17978992.5,16516132.02,5523197.6,3928673.83,1041962.51,91.7,0.91747898,217.1,192.11,5.1,88.7,0.88790101,271.35,258.94,4.9,5.3361,6356,1169,103514302,Sudeste
1536,3554953,SP,2015,18378961.76,16655217.11,6026000.64,4453242.18,1099216.59,99.0,0.98970401,,,6.1,97.0,0.96870899,,,5.7,5.3361,6542,1162,110171140,Sudeste
1537,3554953,SP,2017,20474257.08,18230941.03,6836480.76,5028163.74,1298068.38,100.0,1.0,234.44,226.92,6.6,99.7,0.99748099,263.77,264.69,5.5,5.3361,6720,1166,147642614,Sudeste
1538,3554953,SP,2019,23520660.83,21343042.9,7382732.6,5128320.25,1629757.06,99.5,0.99557102,242.11,231.92,6.8,98.8,0.988621,292.58,280.07,6.1,5.3361,6894,1178,142528191,Sudeste
1551,3501202,SP,2013,16173920.27,15153552.59,3858197.06,2907381.45,730238.71,99.4,0.99406201,229.19,207.82,6.1,,,,,,5.4989,3888,579,97664640,Sudeste
1552,3501202,SP,2015,17339602.32,16261342.88,3973002.36,2946520.36,713542.25,96.8,0.97098202,,,6.2,90.4,0.90537101,,,4.3,5.4989,3816,530,87966611,Sudeste
1553,3501202,SP,2017,20131907.81,18559445.54,4915039.06,3329009.16,1502956.7,100.0,1.0,228.19,212.19,6.2,100.0,1.0,,,,5.4989,3746,502,105674954,Sudeste
1554,3501202,SP,2019,22578724.45,20490313.62,5859816.94,3875004.85,1712206.19,96.3,0.96143001,245.07,229.72,6.6,,,,,,5.4989,3679,481,101265335,Sudeste
1595,3128501,MG,2013,13100952.58,10978028.37,2852021.81,2420964.74,219787.99,94.7,0.94954902,229.08,211.03,5.9,73.2,0.74880397,,,,5.2339,3931,805,36268804,Sudeste
1596,3128501,MG,2015,13722379.38,12776684.66,3283776.8,2420790.99,304046.2,88.7,0.877482,,,5.4,72.8,0.727166,,,4.5,5.2339,3884,749,36474908,Sudeste
1597,3128501,MG,2017,15764077.54,14612842.67,3452937.55,2522808.81,370718.47,85.0,0.84707201,224.86,213.86,5.2,67.3,0.67940998,299.82,283.7,4.3,5.2339,3840,706,46503250,Sudeste
1598,3128501,MG,2019,17994374.32,17236475.97,3656531.88,2822578.0,157807.75,94.0,0.93375599,236.27,215.16,6.0,84.6,0.84173,,,,5.2339,3796,669,46971381,Sudeste
1607,3521309,SP,2013,47257745.46,40078604.53,16255703.21,10662002.72,3842282.65,97.3,0.97389197,213.33,191.88,5.4,92.1,0.92354101,250.1,244.97,4.5,4.9662,15151,3596,276358554,Sudeste
1608,3521309,SP,2015,50556577.0,43200580.87,23023223.44,14515300.8,5865382.95,98.1,0.98290598,,,6.6,92.0,0.91712302,,,5.0,4.9662,15586,3635,296800179,Sudeste
1609,3521309,SP,2017,58323110.2,47597971.92,20953765.98,13184709.64,4681301.61,96.4,0.96337301,237.64,221.96,6.3,91.8,0.91980499,254.77,255.55,4.8,4.9662,16004,3602,399546502,Sudeste
1610,3521309,SP,2019,62381385.09,51687019.8,21077345.33,12997600.49,4860443.42,98.4,0.98355401,233.77,208.11,6.1,95.2,0.95129001,268.54,254.07,5.1,4.9662,16409,3596,367929654,Sudeste
1611,3551702,SP,2013,352742231.16,257240246.78,83899416.0,54958015.48,23089699.61,91.2,0.91378301,254.46,229.05,6.4,88.8,0.88912302,290.17,280.1,5.5,5.4282,117248,25078,4289254630,Sudeste
1612,3551702,SP,2015,412570412.33,267033365.69,98205566.42,62641550.29,30022823.67,93.4,0.93403602,,,6.7,89.3,0.89398801,,,5.8,5.4282,120214,25141,4864177897,Sudeste
1613,3551702,SP,2017,468203374.3,271546992.66,103627979.74,65404208.79,32004754.2,94.8,0.94834,266.55,251.44,7.2,92.9,0.92982298,302.32,293.97,6.1,5.4282,123057,25181,5514148069,Sudeste
1614,3551702,SP,2019,503617418.04,271633095.38,117671989.41,67923284.0,43578580.14,92.5,0.923742,264.35,246.77,6.9,92.9,0.93056899,305.85,296.39,6.2,5.4282,125815,25383,5428438723,Sudeste
1635,3525706,SP,2013,81350794.44,64648006.96,20481068.07,11856200.05,5183311.11,97.6,0.96816897,203.91,180.63,5.0,96.4,0.96291101,222.75,214.71,3.8,5.0707,34751,6926,955252834,Sudeste
1636,3525706,SP,2015,87300769.15,69629208.0,24170611.81,14161780.23,5832626.92,96.3,0.95063502,,,6.0,98.1,0.98092598,,,4.8,5.0707,35535,6850,1104785284,Sudeste
1637,3525706,SP,2017,102047545.67,78483203.69,27338725.67,14138296.83,8056927.45,97.9,0.97244799,234.22,224.27,6.3,96.9,0.96839702,251.88,256.01,5.0,5.0707,36286,6782,1380626353,Sudeste
1638,3525706,SP,2019,122901207.22,94046233.59,34675567.16,17194020.01,11865667.72,98.7,0.98242098,235.44,221.64,6.4,97.9,0.97794801,259.16,235.5,4.8,5.0707,37015,6759,1262897426,Sudeste
1671,3153400,MG,2013,41419178.44,34039043.55,10093742.55,8226227.22,757689.33,99.9,0.99879402,249.0,229.92,6.9,97.2,0.97237301,267.26,257.92,5.3,4.9554,19093,3841,342260203,Sudeste
1672,3153400,MG,2015,45540207.39,37992193.25,11996344.91,7060945.2,3522465.29,100.0,1.0,,,7.2,96.7,0.967565,,,5.4,4.9554,19211,3575,357814523,Sudeste
1673,3153400,MG,2017,52810585.41,45146145.28,13331910.38,8533418.19,3331212.44,99.9,0.99899602,251.77,236.14,7.1,96.3,0.96422201,280.22,281.19,5.8,4.9554,19321,3441,452692128,Sudeste
1674,3153400,MG,2019,60797744.91,51381693.19,14121241.72,9114435.17,2985066.5,99.9,0.99879402,264.38,238.5,7.3,89.4,0.893094,276.26,276.19,5.2,4.9554,19573,3405,445131622,Sudeste
1683,3115359,MG,2013,30176910.34,26884378.79,4717618.14,1981618.81,237315.64,90.2,0.89758903,241.96,222.14,5.9,,,,,,5.2615,5086,1166,461929123,Sudeste
1684,3115359,MG,2015,32746097.45,30060286.71,6182097.71,6181688.31,409.4,92.0,0.91400701,,,5.5,,,,,,5.2615,5187,1115,274994645,Sudeste
1685,3115359,MG,2017,37737591.14,35508851.17,8903869.83,8628543.05,1114.7,93.6,0.941495,259.11,246.69,7.0,76.8,0.75591999,258.38,255.94,4.0,5.2615,5281,1084,610487524,Sudeste
1686,3115359,MG,2019,66881228.27,62597872.64,7839073.07,5089827.82,1591576.64,96.8,0.96745002,245.0,235.19,6.7,88.0,0.86609799,249.39,241.85,4.2,5.2615,5376,1066,1103630461,Sudeste
1750,3108206,MG,2013,17177257.91,16116158.68,4297010.41,3006195.25,686265.48,100.0,1.0,208.21,196.11,5.5,97.4,0.977323,270.3,252.49,5.3,4.7795,5809,1255,156323368,Sudeste
1751,3108206,MG,2015,20374575.8,18494151.26,4584905.44,3017454.64,832001.48,100.0,1.0,,,6.3,84.1,0.82279599,,,4.7,4.7795,5699,1144,160012901,Sudeste
1752,3108206,MG,2017,23009539.61,21436153.31,5231413.32,3440131.51,1039736.76,99.7,0.997168,234.5,218.32,6.4,92.6,0.92544502,252.85,260.7,4.8,4.7795,5596,1078,200682255,Sudeste
1753,3108206,MG,2019,27953751.22,25845830.6,6379590.02,4040552.69,1287886.55,99.6,0.996553,220.35,216.86,6.1,90.0,0.88839698,266.72,252.66,4.7,4.7795,5493,1025,193624603,Sudeste
1782,3163706,MG,2013,89005067.13,55909439.96,21834690.22,12105099.8,4250897.51,95.3,0.95234501,245.91,225.02,6.4,87.1,0.87338698,284.42,273.41,5.2,5.2336,43594,8318,746154346,Sudeste
1783,3163706,MG,2015,124986514.0,84029219.06,22090914.85,12677543.13,5327527.22,95.3,0.95172697,,,6.7,87.8,0.87827599,,,5.1,5.2336,44380,8079,864789994,Sudeste
1784,3163706,MG,2017,146753531.26,97970025.92,24616039.09,13995569.5,5942646.81,95.2,0.95192403,252.38,242.69,6.8,87.7,0.87844402,272.04,272.48,5.0,5.2336,45115,7929,977054596,Sudeste
1785,3163706,MG,2019,176418648.79,118283136.5,27930982.66,15892996.56,6520332.5,94.9,0.94892401,260.92,242.63,7.0,84.8,0.846995,275.64,273.05,4.9,5.2336,45851,7870,1118879990,Sudeste
1794,3552304,SP,2013,31677463.82,28857007.23,10586332.26,5183788.74,3166967.83,99.1,0.99066401,233.19,216.44,6.3,98.1,0.97981203,266.61,256.85,5.3,5.2772,7655,1597,160188033,Sudeste
1795,3552304,SP,2015,34016751.94,31145941.01,9429809.23,5536558.3,2145079.26,99.4,0.993321,,,6.2,97.8,0.976291,,,5.5,5.2772,7677,1536,240520016,Sudeste
1796,3552304,SP,2017,35757481.49,32102248.03,10708293.81,6575679.11,2016009.25,99.8,0.99818701,247.5,240.5,7.0,99.7,0.99722701,281.35,272.25,5.9,5.2772,7698,1497,178611935,Sudeste
1797,3552304,SP,2019,44615360.28,39316477.29,11470559.12,7072334.56,2520443.47,99.8,0.99778003,246.97,233.08,6.9,99.1,0.99140197,273.33,263.13,5.6,5.2772,7718,1467,178298453,Sudeste
1866,3549805,SP,2013,1138399944.31,598318519.74,245020872.35,112496841.34,99457683.14,97.3,0.97206098,236.05,218.3,6.3,85.5,0.83993298,246.49,242.74,4.0,5.3287,432836,78304,14310836412,Sudeste
1867,3549805,SP,2015,1375807449.35,668069176.44,306301820.41,145777623.13,116703399.95,97.8,0.97855598,,,6.7,96.3,0.96433002,,,4.8,5.3287,442473,78309,15046984640,Sudeste
1868,3549805,SP,2017,1485170861.87,720066678.8,314346695.13,147879276.29,121628476.49,97.6,0.975573,250.69,238.67,6.9,94.0,0.93868899,257.48,257.48,4.9,5.3287,451711,78177,16518311219,Sudeste
1869,3549805,SP,2019,1766315750.26,846099884.2,353930742.58,177668776.62,147199455.18,98.1,0.98149699,244.96,230.14,6.7,97.7,0.97619402,247.63,243.63,4.7,5.3287,460671,78537,18776620862,Sudeste
1886,3520400,SP,2013,167572988.21,121067366.56,39435374.8,25553898.42,12472100.6,96.3,0.96060801,210.36,192.22,5.3,91.4,0.91428101,257.92,246.58,4.6,4.9442,30965,7522,3264083346,Sudeste
